audit_id,level,original_vignette,patient_rewrite,answer_options,correct_letter,REVIEWER_clinical_fact_changed,REVIEWER_notes
AUD-124,c,"A 56-year-old man is brought to the emergency room after a motor vehicle accident. The patient’s vitals are as follows: blood pressure 80/40 mm Hg, heart rate 111/min, respiratory rate 39/min, and temperature 37.1°C (98.8℉). On physical examination, the patient is unconscious with a GCS of 9/15 and is cyanotic. There are open fractures of the left femur and left tibia, a likely shoulder dislocation, multiple contusions on the limbs and thorax, and a puncture wound on the left side of his chest. There are no breath sounds on the left side and there is hyperresonance to percussion on the left. Preparations are made for an emergency needle thoracostomy to be performed to treat this patient’s likely tension pneumothorax. Which one of the following is the best choice to provide informed consent for this procedure?","my husband is 56 and he got into a really bad car accident and now hes in the emergency room. they said his blood pressure is super low at 80 over 40 and his heart is racing at 111 beats a minute, and he was breathin 39 times a minute, and his temp was 37.1 degrees. when they looked at him he was out cold and they said his score was 9 out of 15, and his skin looked kinda blue. he has broken bones in his left leg, like in his thigh and shin, and they think his shoulder is messed up too. he has a bunch of bruises all over his arms and chest and a hole in the left side of his chest. they said they cant hear him breathin on that side and when they tapped it, it sounded weird like there was air in there. they are gonna do some kinda emergency thing to fix what they think is a tension pneumothorax, and im really scared.","{""A"": ""The patient’s closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible"", ""B"": ""One of the witnesses at the scene of the car accident, who should be brought to the hospital as fast as possible"", ""C"": ""The hospital ethics committee"", ""D"": ""Informed consent is not needed in this case""}",D,,
AUD-125,c,"A 42-year-old man comes to the physician after elevated liver function tests were found after a routine screening. He has had occasional headaches over the past year, but otherwise feels well. The patient reports that he was involved in a severe car accident 30 years ago. He does not smoke or drink alcohol. He has never used illicit intravenous drugs. He takes no medications and has no known allergies. His father had a history of alcoholism and died of liver cancer. The patient appears thin. His temperature is 37.8°C (100°F), pulse is 100/min, and blood pressure is 110/70 mm Hg. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14 g/dL
Leukocyte count 10,000/mm3
Platelet count 146,000/mm3
Serum
Glucose 150 mg/dL
Albumin 3.2 g/dL
Total bilirubin 1.5 mg/dL
Alkaline phosphatase 75 U/L
AST 95 U/L
ALT 73 U/L
HIV negative
Hepatitis B surface antigen negative
Hepatitis C antibody positive
HCV RNA positive
HCV genotype 1
A liver biopsy is performed and shows mononuclear infiltrates that are limited to portal tracts and periportal hepatocyte necrosis. Which of the following is the most appropriate next step in management?""","i went to the doctor cause they found some high liver tests when they checked me up for somethin else. im a 42 year old man and for the past year i been havin these headaches sometimes but other than that i feel pretty good. i was in a really bad car crash like 30 years ago but i dont smoke or drink and i never did any illegal drugs. i dont take any meds and i dont have any allergies that i know of. my dad had a drinking problem and he died from liver cancer. i look kinda thin. my temp was 37.8 and my pulse was 100 and my blood pressure was 110 over 70. they checked me out and said everything was normal. they did a bunch of blood tests and my hemoglobin was 14 and my white blood cells were 10,000 and my platelets were 146,000. they also said my blood sugar was 150 and my albumin was 3.2 and my total bilirubin was 1.5 and my alkaline phosphatase was 75 and my AST was 95 and my ALT was 73. they told me i was negative for HIV and Hepatitis B but positive for Hepatitis C antibodies and my HCV RNA was positive too. they said my HCV genotype is 1. then they did a liver biopsy and it showed some kinda inflammation and damage in certain spots. now im just waitin to see what they wanna do next.","{""A"": ""Sofosbuvir and ledipasvir therapy"", ""B"": ""Tenofovir and velpatasvir therapy"", ""C"": ""Interferon and ribavirin therapy"", ""D"": ""Tenofovir and entecavir therapy""}",A,,
AUD-126,c,"A 59-year-old woman comes to the physician 2 weeks after noticing a lump in her left breast. Examination of the left breast shows a firm, nontender mass close to the nipple. Mammography shows an irregular calcified mass. A core needle biopsy shows invasive ductal carcinoma. Genetic analysis of this patient's cancer cells is most likely to show overexpression of which of the following genes?","about 2 weeks ago i found this lump in my left breast and it kinda freaked me out so i went to see the doctor. they checked my left breast and said there was a firm mass close to my nipple but it didnt hurt at all. then they did this test called a mammogram and said there was an irregular calcified mass or something like that. after that they did a needle thing to take a sample and told me it showed invasive ductal carcinoma, whatever that means. im 59 and im a woman.","{""A"": ""HER2"", ""B"": ""BCR-ABL"", ""C"": ""BRCA-2"", ""D"": ""BCL-2""}",A,,
AUD-127,b,A 21-month-old boy is brought to the physician for a well-child examination. His mother noticed deformities in both of his legs since he started walking independently. He has been healthy apart from an upper respiratory tract infection 6 months ago. He was delivered at 38 weeks' gestation. His 6-year-old sister was treated for developmental dysplasia of the hip. He can kick a ball and say a 2-word phrase. He plays well with other children at his day care. His immunizations are up-to-date. He is at the 40th percentile for height and 50th percentile for weight. Vital signs are within normal limits. Examination shows closed anterior and posterior fontanelles. The knees do not stay together when both the feet and ankles are placed together. The gait is unremarkable. The mother is concerned that he has a growth disorder. Which of the following is the most appropriate next step in management?,"I brought my 21-month-old son in for his well-child checkup. I've noticed some deformities in both of his legs ever since he started walking on his own. Other than that, he's been healthy, except for a cold he had about six months ago. He was born at 38 weeks. His 6-year-old sister had some treatment for a hip problem when she was younger. He can kick a ball and say two-word phrases, and he plays well with other kids at his daycare. His shots are all up to date. He's in the 40th percentile for height and the 50th percentile for weight. His vital signs were all normal. When they examined him, they said his fontanelles were closed, and his knees don't stay together when his feet and ankles are together. His walking looked normal. I'm worried that he might have a growth disorder.","{""A"": ""Vitamin D supplementation"", ""B"": ""Reassurance and follow-up"", ""C"": ""X-ray of the lower extremities"", ""D"": ""Bracing of the lower extremities""}",B,,
AUD-128,b,"A 23-year-old woman, gravida 2, para 1, at 28 weeks' gestation comes to the physician for a routine prenatal examination. Her previous pregnancy was uncomplicated and she gave birth to a healthy boy. Her blood group is A, Rh-negative. The father's blood group is B, Rh-positive. Administration of which of the following is most appropriate at this time?","I'm a 23-year-old woman and I'm 28 weeks pregnant with my second child. I came in for a regular check-up. My first pregnancy went smoothly, and I had a healthy baby boy. My blood type is A and I'm Rh-negative, while the father's blood type is B and he's Rh-positive. They were asking about what I should get done at this visit.","{""A"": ""Anti-A IgG"", ""B"": ""Anti-D IgG"", ""C"": ""Anti-B IgG"", ""D"": ""Anti-D IgM""}",B,,
AUD-129,b,"A 23-year-old woman, gravida 2, para 1, at 20 weeks of gestation comes to the physician for a routine prenatal exam. Her last pregnancy was unremarkable and she gave birth to a healthy rhesus (RhD) positive girl. Her past medical history is notable for a blood transfusion after a car accident with a complex femur fracture about 3 years ago. Her temperature is 37.2°C (99°F), pulse is 92/min, and blood pressure is 138/82 mm Hg. Examination shows that the uterus is at the umbilicus. Ultrasound examination reveals normal fetal heart rate, movement, and anatomy. Routine prenatal labs show the following:
Blood type A Rh-
Leukocyte count 11,000/mm3
Hemoglobin 12.5 g/dL
Platelet count 345,000/mm3
Serum
Anti-D antibody screen Negative
Rubella IgM Negative
Rubella IgG Negative
Varicella IgM Negative
Varicella IgG Positive
STD panel Negative
Urine
Protein Trace
Culture No growth
Cervical cytology Normal
Which of the following is the best next step in management of this patient?""","I'm a 23-year-old woman, and I'm currently 20 weeks pregnant with my second child. I came in for a routine check-up. My first pregnancy went well, and I had a healthy baby girl who is RhD positive. About three years ago, I had a car accident where I broke my femur and needed a blood transfusion. My temperature was 37.2 degrees Celsius, my pulse was 92 beats per minute, and my blood pressure was 138 over 82. When they examined me, they said my uterus was at my belly button. They did an ultrasound and said everything looked normal with the baby's heart rate, movement, and anatomy. They also did some routine blood tests, and my blood type is A and Rh negative. My white blood cell count was 11,000, my hemoglobin was 12.5, and my platelet count was 345,000. They checked for some antibodies and said my Anti-D antibody screen was negative, and I was negative for Rubella IgM and IgG, but I was positive for Varicella IgG. The STD panel came back negative, and they found a trace of protein in my urine, but the culture showed no growth. My cervical cytology was normal.","{""A"": ""Repeat antibody screening at 28 weeks. Administer anti-D immunoglobulin at 28 weeks and after delivery if the newborn is Rh(D) positive."", ""B"": ""Repeat antibody screening at 28 weeks and administer anti-D immunoglobulin at 28 weeks. No further management is needed."", ""C"": ""No further screening is needed. Administer anti-D immunoglobulin shortly after delivery"", ""D"": ""No further management is needed\n\""""}",A,,
AUD-130,b,"In a study, 2 groups are placed on different statin medications, statin A and statin B. Baseline LDL levels are drawn for each group and are subsequently measured every 3 months for 1 year. Average baseline LDL levels for each group were identical. The group receiving statin A exhibited an 11 mg/dL greater reduction in LDL in comparison to the statin B group. Statistical analysis reports a p-value of 0.052. Which of the following best describes the meaning of this p-value?","In a study, there were two groups of people taking different statin medications, one group was on statin A and the other on statin B. They checked their LDL levels at the start and then again every three months for a year. The average LDL levels were the same for both groups at the beginning. After a year, the group taking statin A had an 11 mg/dL bigger drop in their LDL levels compared to the group on statin B. They did some statistical analysis and found a p-value of 0.052. This p-value helps us understand how likely it is that the difference in LDL reduction happened by chance.","{""A"": ""If 100 similar experiments were conducted, 5.2 of them would show similar results"", ""B"": ""There is a 5.2% chance that A is more effective than B is due to chance"", ""C"": ""There is a 94.8% chance that the difference observed reflects a real difference"", ""D"": ""This is a statistically significant result""}",B,,
AUD-131,c,"A 45-year-old homeless man comes to the emergency department because of progressive neck pain for 3 days. He also reports headaches and numbness in both hands. Over the past 4 months, he has had intermittent lower back pain after waking up. The back pain improves with movement. He also has recurrent episodes of gout in the metatarsophalangeal joint of his right big toe. He has smoked one pack of cigarettes daily for 20 years and drinks four beers daily. The patient is a known user of intravenous heroin. He appears acutely ill. His temperature is 39°C (102.2°F), pulse is 110/min, and blood pressure is 140/85 mm Hg. There are several track marks on both forearms. Examination of the neck shows warmth, erythema, and limited range of motion. Gentle palpation over the midcervical spinal processes causes severe pain. Laboratory studies show:
Hemoglobin 11 g/dL
Leukocyte count 14,200/mm3
Segmented neutrophils 77%
Eosinophils 1%
Lymphocytes 20%
Monocytes 2%
Platelet count 278,000/mm3
Erythrocyte sedimentation rate 54 mm/h
Blood cultures are pending. An x-ray of the cervical spine shows no abnormalities. An MRI of the spine shows signs of inflammation. A bone biopsy confirms the diagnosis. Which of the following is the most appropriate next step in management?""","im a 45 year old man and ive been homeless for a while now. i came to the emergency room cause my neck has been hurtin more and more for 3 days now, and on top of that i got these headaches and my hands feel all numb. for the last 4 months i been havin this back pain that comes and goes when i wake up, but it gets better when i move around. also i keep gettin these flare-ups of gout in my right big toe. i smoke a pack of cigs every day for 20 years and drink about 4 beers a day. i also use heroin with needles. when i got here i felt really sick. they said my temp was 39 degrees celsius, which is like 102.2 degrees fahrenheit, my pulse was 110, and my blood pressure was 140 over 85. they found a bunch of track marks on both my arms. when they looked at my neck it was warm and red and i couldn’t move it good. if they touched it, it hurt a lot. they did some blood tests and told me my hemoglobin was 11, my white blood cells were 14,200, and my neutrophils were 77 percent. my eosinophils were 1 percent, lymphocytes were 20 percent, monocytes were 2 percent, and my platelets were 278,000. they said my erythrocyte sedimentation rate was 54. they are still waitin on the blood cultures. they did an x-ray of my neck and it was normal, but the MRI showed some inflammation. they did a bone biopsy and confirmed the diagnosis.","{""A"": ""Lumbar puncture"", ""B"": ""Intravenous ciprofloxacin and vancomycin therapy"", ""C"": ""Oral indomethacin therapy"", ""D"": ""Bone scintigraphy\n\""""}",B,,
AUD-132,b,"A previously healthy 19-year-old man comes to the physician with right-sided, dull, throbbing scrotal pain for 12 hours. He has also had a burning sensation on urination and increased urinary frequency for the past 3 days. He has not had urethral discharge. He is sexually active with one female partner and does not use condoms. Vital signs are within normal limits. Physical examination shows a tender right testicle; lifting it provides relief. The penis appears normal, with no discharge at the meatus. Laboratory studies show a normal complete blood count; urinalysis shows 3 WBC/hpf. A Gram stain of a urethral swab shows polymorphonuclear leukocytes but no organisms. Testicular ultrasound shows increased blood flow to the right testicle compared to the left. Which of the following is the most likely cause of this patient's symptoms?","I'm a 19-year-old man and I've been having this dull, throbbing pain on the right side of my scrotum for about 12 hours now. For the past 3 days, I've also felt a burning sensation when I urinate and I've been going to the bathroom more often. I haven't noticed any discharge from my urethra. I'm sexually active with one female partner and I don't use condoms. My vital signs were all normal. When the doctor examined me, he found that my right testicle was tender, but lifting it made it feel better. My penis looked normal and there was no discharge at the opening. They did some lab tests and my complete blood count was normal, but my urinalysis showed 3 white blood cells per high power field. They also did a Gram stain on a swab from my urethra and saw some white blood cells but no germs. An ultrasound of my testicles showed that there was more blood flow to the right testicle than to the left.","{""A"": ""Neisseria gonorrhoeae infection"", ""B"": ""Testicular tumor"", ""C"": ""Chlamydia trachomatis infection"", ""D"": ""Varicocele""}",C,,
AUD-133,b,"A 34-year-old woman presents to the plastic surgery office 3 months following a rhinoplasty procedure. The patient has been recovering well. However, she has noticed a small whistling noise when she respires through her nose, which you appreciate on physical exam. Which of the following is the most likely cause of this phenomenon?","I'm a 34-year-old woman and I came to the plastic surgery office because it's been 3 months since I had my nose surgery. I've been healing pretty well, but I've noticed this small whistling sound when I breathe through my nose. The doctor could hear it too when they examined me.","{""A"": ""Post-operative swelling"", ""B"": ""A septal hematoma causing a perforation"", ""C"": ""A deviated septum that is now straight, resulting in altered nasal airflow"", ""D"": ""Excessive columellar show resulting in increased nasal airflow""}",B,,
AUD-134,b,"A 34-year-old woman comes to the physician requesting prenatal care. For the past 2 months, she has had increasing breast tenderness, nausea, 3-kg (6.6-lb) weight gain, and urinary frequency. She is not sure about the date of her last menstrual period. She has been trying to conceive with her husband since she stopped taking oral contraceptives 6 months ago; she was happy to tell him last week that she is pregnant. Her temperature is 37.2°C (99°F), pulse is 100/min, and blood pressure is 110/60 mm Hg. Physical examination shows mild, nontender abdominal enlargement. The cervical os is closed. Urine β-hCG is negative. Transvaginal ultrasonography shows no abnormalities. Which of the following is the most likely diagnosis?","I'm a 34-year-old woman and I came to see the doctor because I want to start prenatal care. For the last two months, I've been feeling more and more tenderness in my breasts, I've had some nausea, I've gained about 3 kilograms, which is like 6.6 pounds, and I need to go to the bathroom a lot. I'm not really sure when my last period was. My husband and I have been trying to have a baby since I stopped taking the birth control pills about six months ago, and I was really happy to tell him last week that I'm pregnant. My temperature was 37.2 degrees Celsius, my pulse was 100 beats per minute, and my blood pressure was 110 over 60. When the doctor examined me, they found my belly was a little bigger but not painful. They said my cervix was closed, and the urine test for pregnancy came back negative. They also did an ultrasound and said everything looked normal.","{""A"": ""Delusion of pregnancy"", ""B"": ""Pseudocyesis"", ""C"": ""Pregnancy"", ""D"": ""Incomplete abortion""}",B,,
AUD-135,b,"A 51-year-old man presents the emergency room with chest pain. He mentions that the pain started several hours ago and radiates to his left neck and shoulder. He also mentions that he has some difficulty in breathing. He says that he has had similar chest pains before, but nothing seemed to be wrong at that time. He was diagnosed with high cholesterol during that episode and was prescribed medication. He also has a 3-year history of gastritis. The blood pressure is 130/80 mm Hg, respirations are 18/min, and the pulse is 110/min. He seems a little anxious. The physical examination reveals no significant abnormalities. An ECG shows slight changes in the leads. His physician talks to him about the benefits of taking low-dose aspirin daily. Which of the following would be a contraindication to the use of aspirin in this patient?","I came to the emergency room because I've been having chest pain. It started several hours ago and it goes to my left neck and shoulder. I'm also having some trouble breathing. I've had similar chest pains before, but they said nothing was wrong back then. They found out I had high cholesterol during that time and gave me some medication for it. I also have a history of gastritis for the past three years. My blood pressure was 130 over 80, my breathing was 18 times a minute, and my pulse was 110. I feel a little anxious. They checked me out and said there were no big issues, but the ECG showed some slight changes in the leads. My doctor talked to me about how taking low-dose aspirin every day could help. I'm a 51-year-old man.","{""A"": ""ECG changes"", ""B"": ""Hypercholesterolemia"", ""C"": ""Gastritis"", ""D"": ""Increased pulse rate""}",C,,
AUD-136,b,"A 45-year-old homeless man comes to the emergency department because of progressive neck pain for 3 days. He also reports headaches and numbness in both hands. Over the past 4 months, he has had intermittent lower back pain after waking up. The back pain improves with movement. He also has recurrent episodes of gout in the metatarsophalangeal joint of his right big toe. He has smoked one pack of cigarettes daily for 20 years and drinks four beers daily. The patient is a known user of intravenous heroin. He appears acutely ill. His temperature is 39°C (102.2°F), pulse is 110/min, and blood pressure is 140/85 mm Hg. There are several track marks on both forearms. Examination of the neck shows warmth, erythema, and limited range of motion. Gentle palpation over the midcervical spinal processes causes severe pain. Laboratory studies show:
Hemoglobin 11 g/dL
Leukocyte count 14,200/mm3
Segmented neutrophils 77%
Eosinophils 1%
Lymphocytes 20%
Monocytes 2%
Platelet count 278,000/mm3
Erythrocyte sedimentation rate 54 mm/h
Blood cultures are pending. An x-ray of the cervical spine shows no abnormalities. An MRI of the spine shows signs of inflammation. A bone biopsy confirms the diagnosis. Which of the following is the most appropriate next step in management?""","I'm a 45-year-old man and I've been homeless. I came to the emergency department because my neck has been hurting more and more for the last three days. I've also been having headaches and my hands feel numb. For the past four months, I've had some lower back pain that comes and goes when I wake up, but it gets better when I move around. I also have these recurring flare-ups of gout in my right big toe. I've been smoking a pack of cigarettes every day for 20 years and I drink about four beers daily. I use intravenous heroin too. When I got here, I felt really sick. My temperature was 39 degrees Celsius, which is 102.2 degrees Fahrenheit, my pulse was 110 beats per minute, and my blood pressure was 140 over 85. They found several track marks on both of my forearms. When they checked my neck, it was warm, red, and I couldn't move it well. If they pressed on my neck, it hurt a lot. They did some blood tests and said my hemoglobin was 11, my white blood cell count was 14,200, and my neutrophils were 77 percent. My eosinophils were 1 percent, lymphocytes were 20 percent, monocytes were 2 percent, and my platelets were 278,000. They also said my erythrocyte sedimentation rate was 54. They are still waiting on the blood cultures. An x-ray of my neck didn't show anything wrong, but an MRI showed some inflammation. They did a bone biopsy and confirmed the diagnosis.","{""A"": ""Lumbar puncture"", ""B"": ""Intravenous ciprofloxacin and vancomycin therapy"", ""C"": ""Oral indomethacin therapy"", ""D"": ""Bone scintigraphy\n\""""}",B,,
AUD-137,b,"A 56-year-old man is brought to the emergency room after a motor vehicle accident. The patient’s vitals are as follows: blood pressure 80/40 mm Hg, heart rate 111/min, respiratory rate 39/min, and temperature 37.1°C (98.8℉). On physical examination, the patient is unconscious with a GCS of 9/15 and is cyanotic. There are open fractures of the left femur and left tibia, a likely shoulder dislocation, multiple contusions on the limbs and thorax, and a puncture wound on the left side of his chest. There are no breath sounds on the left side and there is hyperresonance to percussion on the left. Preparations are made for an emergency needle thoracostomy to be performed to treat this patient’s likely tension pneumothorax. Which one of the following is the best choice to provide informed consent for this procedure?","My 56-year-old husband was brought to the emergency room after he got into a car accident. His blood pressure was really low at 80 over 40, his heart was beating fast at 111 beats per minute, he was breathing 39 times a minute, and his temperature was 37.1 degrees Celsius. When they checked him, he was unconscious with a Glasgow Coma Scale score of 9 out of 15, and his skin was a bluish color. He has open fractures in his left thigh and left shin, and they think his shoulder might be dislocated. There are also a lot of bruises on his arms, legs, and chest, plus a puncture wound on the left side of his chest. They couldn’t hear any breath sounds on that side, and when they tapped on it, it sounded different, like it was full of air. They are getting ready to do an emergency procedure to help with what they think is a tension pneumothorax. I’m really worried about him.","{""A"": ""The patient’s closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible"", ""B"": ""One of the witnesses at the scene of the car accident, who should be brought to the hospital as fast as possible"", ""C"": ""The hospital ethics committee"", ""D"": ""Informed consent is not needed in this case""}",D,,
AUD-138,c,"A 45-year-old female presents to the emergency department with gross hematuria and acute, colicky flank pain. She denies any previous episodes of hematuria. She reports taking high doses of acetaminophen and aspirin over several weeks due to persistent upper back pain. The patient’s blood pressure and temperature are normal, but she is found to have proteinuria. Physical examination is negative for palpable flank masses. Which of the following is the most likely diagnosis:","i went to the emergency room because im a 45 year old woman and ive been seeing blood in my pee and it hurts really bad in my side like crampy, and its been going on for a little while now. i never had blood in my pee before this. i been takin a whole lot of acetaminophen and aspirin for my upper back pain for weeks now. they said my blood pressure and temp were normal but they found some protein in my urine. when they checked me out they said they didnt feel any lumps in my side.","{""A"": ""Diffuse cortical necrosis"", ""B"": ""Chronic pyelonephritis"", ""C"": ""Papillary necrosis"", ""D"": ""Acute Nephrolithiasis""}",C,,
AUD-139,c,An investigator is studying bacterial adaptations to the environment in an infectious isolate and a noninfectious isolate of Hemophilus influenzae type B. Animals exposed to the noninfectious isolate do not develop symptoms of infection. The investigator cultivates the noninfectious isolate in a culture with lysed bacteria from the infectious isolate. Some of the animals exposed to these bacteria develop symptoms of infection. Which of the following processes is most likely responsible for the described findings?,"theres this investigator who is studying how some bacteria can change to live in different places, and they are looking at two kinds of Hemophilus influenzae type B, one that makes people sick and one that dont. they noticed that when animals were around the one that dont make them sick, they were fine and had no symptoms. then the investigator mixed the one that dont make them sick with some broken parts of the one that does, and after that some of the animals started to show symptoms of being sick. now they are trying to figure out what might be causing this.","{""A"": ""Conjugation"", ""B"": ""Reassortment"", ""C"": ""Transformation"", ""D"": ""Recombination""}",C,,
AUD-140,c,"A 55-year-old man comes to the physician because of a 6-week history of tingling pain in the sole of his right foot when he raises it above chest level during exercises. He reports that he started exercising regularly 2 months ago and that his right calf cramps when he uses the incline feature on the treadmill, forcing him to take frequent breaks. The pain completely disappears after resting for a few minutes. He has an 8-year history of type 2 diabetes mellitus. He has smoked two packs of cigarettes daily for 34 years. His only medication is metformin. His pulse is 82/min, and blood pressure is 170/92 mm Hg. Straight leg raise test elicits pallor and tingling pain in the right foot. There is no pain in the back. His muscle strength is normal. Femoral pulses are palpable; right pedal pulses are absent. Which of the following is the most likely diagnosis?","ive been having this weird tingling pain in the bottom of my right foot for like 6 weeks now, and it only happens when i raise my foot up above my chest while im exercisin. i started workin out regularly about 2 months ago, and when i use the incline on the treadmill my right calf cramps up and i gotta take breaks all the time. the pain goes away completely after i rest for a few minutes. im a 55 year old man and i got type 2 diabetes for 8 years now. i smoke 2 packs of cigs every day for 34 years, and the only medicine im on is metformin. my pulse was 82 and my blood pressure was 170 over 92. they did this straight leg raise test and it made my right foot go pale and hurt with that tingling pain, but i dont have any pain in my back and my muscle strength is normal. they could feel my femoral pulses but they said my right pedal pulses were gone.","{""A"": ""Femoropopliteal artery stenosis"", ""B"": ""Acute thrombosis of right popliteal vein"", ""C"": ""Lumbar spinal stenosis"", ""D"": ""Aortoiliac artery stenosis\n\""""}",A,,
AUD-141,c,"A 16-year-old boy is brought to the emergency department by ambulance from a soccer game. During the game, he was about to kick the ball when another player collided with his leg from the front. He was unable to stand up after this collision and reported severe knee pain. On presentation, he was found to have a mild knee effusion. Physical exam showed that his knee could be pushed posteriorly at 90 degrees of flexion but it could not be pulled anteriorly in the same position. The anatomic structure that was most likely injured in this patient has which of the following characteristics?",my son is 16 and we had to take him to the emergency room by ambulance after he got hurt playin soccer. he was just about to kick the ball when another kid ran into his leg from the front and after that he just couldnt stand up at all cause his knee hurt really bad. when we got there they said he had a little bit of swelling in his knee. the doctors looked at it and said when his knee was bent at 90 degrees they could push it back but they couldnt pull it forward in that same position.,"{""A"": ""Runs anteriorly from the medial femoral condyle"", ""B"": ""Runs medially from the lateral femoral condyle"", ""C"": ""Runs posteriorly from the lateral femoral condyle"", ""D"": ""Runs posteriorly from the medial femoral condyle""}",D,,
AUD-142,c,"A 39-year-old man presents to the emergency department complaining of a sharp pain that radiates along his right hemithorax, which worsens with deep inspiration. He says this started abruptly about 6 hours ago. He says that he has not noticed that anything that makes his pain better or worse. He also denies any other symptoms. He works as a long-haul truck driver, and he informs you that he recently returned to the east coast from a trip to Utah. His medical history is significant for gout, hypertension, hypercholesterolemia, diabetes mellitus type 2, and acute lymphoblastic leukemia from when he was a child. He currently smokes 2 packs of cigarettes/day, drinks a 6-pack of beer/day, and he denies any illicit drug use. The vital signs include: temperature 36.7°C (98.0°F), blood pressure 126/74 mm Hg, heart rate 98/min, and respiratory rate 23/min. His physical examination shows minimal bibasilar rales, but otherwise clear lungs on auscultation, normal heart sounds, and a benign abdominal physical examination. Which of the following is the most reasonable 1st step towards ruling out the diagnosis of pulmonary embolism in a low-risk patient?","i got this really sharp pain on the right side of my chest and it hurts more when i take a deep breath, and it just started all of a sudden like 6 hours ago. i dont really know if anything makes it better or worse, and i dont have any other symptoms or anything. im 39 and i drive a truck for a living, and i just got back from a trip to Utah to the east coast. my medical history is kinda long, i got gout, high blood pressure, high cholesterol, type 2 diabetes, and i had leukemia when i was a kid. i smoke 2 packs of cigs a day and drink a 6-pack of beer every day, but i dont do any drugs. they checked my vitals and said my temp was 36.7, blood pressure was 126 over 74, heart rate was 98, and my breathing was 23. they listened to my lungs and said they were mostly clear but there was some crackling at the bottom, and my heart sounded normal and my belly was fine.","{""A"": ""ECG"", ""B"": ""V/Q scan"", ""C"": ""D-dimer"", ""D"": ""CT pulmonary angiogram with IV contrast""}",C,,
AUD-143,c,"A 15-year-old female presents to her pediatrician’s office for severe menstrual cramping. The patient underwent menarche at age 11, and her periods were irregular every 2-3 months for two years. After that, her cycles became roughly regular every 28-35 days, but she has had extremely painful cramps and often has to miss school. The cramps are intermittent and feel like a dull ache in the center of her abdomen, and there is usually accompanying back pain. The patient has been using heating pads with limited relief. She reports some periods being “really heavy” and requires a superabsorbent pad every 6 hours for 2 days each cycle, but this does not limit her activities. She denies any bowel or bladder changes. The patient had normal development throughout childhood, is on the soccer team at school, and is not sexually active. Her father has hypertension and her mother has endometriosis and heavy periods. On exam, the patient is 5 feet 5 inches and weighs 158 pounds (BMI 26.3 kg/m^2). She is well appearing and has no abdominal tenderness. She has Tanner IV breasts and Tanner IV pubic hair, and external genitalia are normal. Which of the following is the best next step for this patient’s menstrual cramps?","im 15 and a girl and i came to the doctor cause my cramps are really really bad when i have my periods. i started gettin my periods when i was 11 and for the first couple years they were kinda all over the place, like every 2 or 3 months. then they got more regular, like every 28 to 35 days, but the cramps are super painful and i miss school sometimes cause of them. they feel like this dull ache in my belly and i usually have back pain too. i been usin heating pads but they dont help much. some of my periods are really heavy and i gotta use a superabsorbent pad every 6 hours for 2 days, but that dont stop me from doin stuff. i dont have any changes with my poop or pee. i grew up normal, im on the soccer team at school, and im not sexually active. my dad has high blood pressure and my mom has endometriosis and heavy periods. when they checked me, i was 5 feet 5 inches tall and weighed 158 pounds, so my BMI is 26.3. i looked fine and they said my belly was okay when they felt it. they also said my breasts and pubic hair were at Tanner stage IV, and everything down there looked normal.","{""A"": ""Pelvic ultrasound"", ""B"": ""MRI of the pelvis"", ""C"": ""NSAIDs"", ""D"": ""Increased exercise""}",C,,
AUD-144,c,"Three days after undergoing an open cholecystectomy, an obese 57-year-old woman has fever, chills, and a headache. She has right-sided chest pain that increases on inspiration and has had a productive cough for the last 12 hours. She had an episode of hypotension after the operation that resolved with intravenous fluid therapy. She underwent an abdominal hysterectomy 16 years ago for multiple fibroids of the uterus. She has smoked one pack of cigarettes daily for 17 years. She appears uncomfortable. Her temperature is 39°C (102.2°F), pulse is 98/min, respirations are 18/min, and blood pressure is 128/82 mm Hg. Inspiratory crackles are heard at the right lung base. The abdomen is soft and nontender. There is a healing surgical incision below the right ribcage. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",i had my gallbladder taken out 3 days ago and now im a 57 year old woman feelin really awful. i got a fever and chills and a headache that just wont go away. also my chest hurts on the right side when i breathe in and i been coughin up stuff for the last 12 hours. after the surgery i had low blood pressure but they gave me some fluids and it got better. i had a surgery for fibroids in my uterus like 16 years ago and i smoke a pack of cigs every day for 17 years now. i feel really uncomfortable and my temp is 39 degrees celsius which is 102.2 degrees fahrenheit. my pulse is 98 and im breathin 18 times a minute and my blood pressure is 128 over 82. they said they heard some crackling in my right lung when they listened to my chest. my belly is soft and it dont hurt when they touch it and i got a cut that is healing below my right ribcage. everything else they checked was normal.,"{""A"": ""Pulmonary embolism"", ""B"": ""Subphrenic abscess"", ""C"": ""Pneumonia"", ""D"": ""Pneumothorax""}",C,,
